mtime,AJ,BW,CF,CM,CQ,CW,CZ,DO,DV,ER,EZ,FM,FO,GJ,HQ,IN,IR,IT,JL,JQ,JY,NP,NT,OQ,PT,PY,RW,SU,TX,TY
2021-11-02T17:45,19395,19574,18968,20512,18617,0,17153,19202,18212,20161,19852,20803,20558,19781,21276,18899,22187,18676,23212,22854,19977,20801,20533,16839,20635,21219,20076,20493,22148,19701
2021-11-02T17:50,18026,22154,22334,19816,20287,22058,17673,17774,17960,18646,19963,20406,21454,19524,15334,22016,22046,22327,18244,19630,18347,17995,17665,19814,19041,21050,19985,18894,21014,20896
2021-11-02T17:55,16236,17485,20986,18024,21834,17876,20031,22104,18541,20781,20178,19688,17828,20379,18365,17787,16868,18521,20707,20652,19204,20603,21941,19405,19707,20862,20524,20344,18925,18770
2021-11-02T18:00,19833,17707,21612,18362,19695,17298,16368,20268,18277,17002,18515,17130,20419,19533,20381,20046,22008,17632,20943,20760,18674,19844,19092,19922,20261,17147,18910,20243,23044,20393
2021-11-02T18:05,19482,19612,18468,19315,19998,17283,19178,18934,18601,23113,18236,16704,19590,21712,20627,18270,21098,18195,20019,18039,17549,19590,21912,20251,19999,17983,19922,19433,20708,21407
2021-11-02T18:10,19569,20853,18626,21817,18208,19911,21233,20818,19321,18325,18448,18743,18726,19847,19289,21784,20255,18512,19539,20453,20540,20882,20300,18088,18718,18015,21425,19498,15104,19633
2021-11-02T18:15,19388,19150,19964,18983,21078,16388,20213,0,17792,16685,21236,18851,19129,18429,20605,19036,19859,21808,19548,20393,21152,19000,21255,16219,18622,18478,18914,19888,18637,20469
2021-11-02T18:20,18660,19006,20124,20248,18701,17651,18417,18444,18842,18352,21004,19450,15707,21627,19243,21516,19974,20227,21850,19639,20712,20061,21275,18713,20683,21290,20696,19390,17049,19662
2021-11-02T18:25,18447,17908,18225,17604,19342,18242,19241,0,17674,20465,20783,18892,20423,19001,22335,19323,20736,20947,18048,15644,20547,19184,21739,17289,20070,21130,20216,20177,19471,21192
2021-11-02T18:30,21768,18247,18966,20168,19733,19918,19455,20526,19499,17259,17983,17833,19847,20648,17486,19497,21439,18374,20619,17412,19907,18244,18813,19479,22618,21203,19648,17831,19676,16221
2021-11-02T18:35,18096,19866,22134,21647,20560,20474,18664,16276,18531,19330,20000,17914,23393,18128,20184,18653,20431,19267,20298,20381,18644,17495,19257,20977,19477,18810,22408,19558,21780,17918
2021-11-02T18:40,19263,18732,19550,20687,20891,21164,21024,18975,19928,20189,18720,20112,20000,19676,15712,18933,17904,18456,19541,20470,17360,22819,19186,20239,21075,19081,20851,22755,19546,19089
2021-11-02T18:45,22810,18114,20163,21378,20182,17602,20561,19226,18673,17174,18660,21466,17014,18157,16957,18730,20530,18718,21114,20285,21315,21920,19885,22919,20621,20186,20819,22847,19681,19883
2021-11-02T18:50,19442,19199,23599,17355,22599,22740,17279,19004,17882,18113,17844,17547,20913,20286,18449,19588,18159,18903,21598,17210,18779,16416,19328,18181,17588,0,21214,21618,17344,20042
2021-11-02T18:55,18410,20001,21778,18045,20650,21168,20213,18283,19529,19627,18857,19583,19137,20459,20288,22082,16977,19331,20497,17743,21463,20104,18556,18017,20328,18722,20792,20088,20326,20659
2021-11-02T19:00,18229,20380,19091,20396,17824,20025,17535,21472,18052,19735,17629,22108,21434,18884,19133,19912,19444,21384,22921,18743,20473,18346,21531,17646,19730,17873,20541,19073,17737,17535
2021-11-02T19:05,18887,20267,19247,20907,20844,18744,18960,18880,15262,16832,16742,22185,19398,23213,19254,17902,17273,21863,19099,18953,20842,22002,17408,19206,20048,20574,17084,19806,16755,20115
2021-11-02T19:10,17950,18934,20139,18329,21089,21121,20970,18835,20885,16350,21065,20940,20620,18860,21166,18402,17680,21942,19477,19273,20622,20129,19693,21535,20845,21190,16090,16793,19403,17840
2021-11-02T19:15,19233,19689,18373,17292,20223,18998,19363,21930,18363,19545,20877,22175,0,18161,18911,19163,17916,19223,21079,19748,22662,22451,0,16570,17347,18774,18632,18768,20680,17638
2021-11-02T19:20,21162,17449,20484,22901,18581,19025,20406,18866,19320,19522,21484,19936,19894,19298,18582,18941,20787,18526,17265,21965,19568,19392,19001,22190,18426,22718,18372,22467,16656,18068
2021-11-02T19:25,17866,17162,18485,0,18139,20825,19093,0,22965,18497,17491,21017,19508,18024,19228,18370,19277,21667,18487,19150,20759,16750,20264,22933,18816,17473,17375,19865,21810,17122
2021-11-02T19:30,21341,17141,19712,21881,19628,17059,18162,18091,17914,20466,19722,18882,20370,16847,22919,23881,19839,23447,19848,19598,17590,21000,21449,19187,19400,18084,18230,21491,20666,18618
2021-11-02T19:35,21267,17776,21129,17776,20723,21918,18983,18623,18654,19777,20088,19110,19003,18837,21051,22030,19457,17714,0,18875,19109,18610,18646,19493,19788,23400,19742,16053,16935,20771
2021-11-02T19:40,17880,19121,21475,16386,18821,20148,19187,18043,22191,23493,17810,20764,21191,14625,19711,20598,20218,19874,21290,18231,18779,19213,19364,20081,20428,18906,20613,20245,19534,18907
2021-11-02T19:45,19994,19160,18455,21591,17337,20225,18054,17791,19733,19744,16870,21725,18192,20733,21272,21226,19015,20172,14868,18977,17383,20735,18966,18373,0,19357,20022,20716,16519,20127
2021-11-02T19:50,18252,19822,18062,17774,21132,21229,19009,18674,18068,20325,17754,19579,19405,19327,17613,20326,21292,19734,17524,17585,18430,21094,17444,21296,20365,18039,18014,20165,21516,17749
2021-11-02T19:55,17049,19147,18141,16946,20143,19492,17086,20559,21912,20471,16445,21332,21640,18240,20115,17034,20361,22181,0,22385,17895,18244,20832,19987,20177,20027,20797,17053,18393,18932
2021-11-02T20:00,19748,19694,19408,19042,16329,21842,15759,15720,21540,18147,20009,18333,19812,20830,19757,19180,19335,21079,20250,18777,17404,19459,18448,19509,22240,17270,21784,18430,21781,21617
2021-11-02T20:05,22712,20178,19906,18462,18336,17658,18396,18652,22799,19284,14895,20895,20885,19336,20729,18950,17665,16824,17320,21591,16631,16711,21859,20463,18767,21728,20351,19373,21502,21530
2021-11-02T20:10,21355,0,19570,17267,13482,19543,18566,17856,21281,20398,18192,19953,20872,19046,20973,20226,18767,16974,20963,19256,18193,16749,20113,17733,19512,23038,21977,21501,17007,19025
2021-11-02T20:15,18274,19329,17871,19810,21193,18321,17193,20676,21624,17676,17259,22190,17330,20244,21418,17851,18820,18464,20236,17869,18605,20263,18441,17892,19550,19449,18020,18008,20872,20728
2021-11-02T20:20,19732,21833,17036,17835,18212,22215,21336,17075,19024,19699,19637,21994,18063,15486,20843,18457,18291,22203,18488,18916,15636,18430,17449,18721,18452,22755,19937,19631,17703,17522
2021-11-02T20:25,19021,23618,21573,20194,19252,19414,17707,20175,23270,20897,20120,20500,18798,17666,20987,17459,21173,18284,17699,17168,17634,17137,21846,17250,20786,21371,17728,19942,18083,18769
2021-11-02T20:30,21527,19858,15173,20109,20940,18865,18551,19900,18578,17694,17981,19969,21641,18965,19998,18902,21820,21069,17708,21874,18837,20681,21426,19870,17076,18179,19410,18244,17677,21283
2021-11-02T20:35,19386,19036,18235,17813,18540,20696,19919,19594,16865,0,18769,19488,22333,18983,16096,18063,18989,23823,20839,20007,16756,15973,17945,16716,21436,15064,18727,20294,17971,19936
2021-11-02T20:40,19708,19570,18327,17452,19104,19368,19714,18421,20138,19695,17370,17247,18890,18641,20935,21433,20354,14906,18989,19227,16023,18133,15983,19635,19577,17896,18783,17886,21261,18801
2021-11-02T20:45,19104,17578,19687,20421,17803,19696,18707,17931,16045,21704,17279,19727,17068,19293,20025,19484,16228,19574,21842,19001,19279,17468,20866,19800,17542,17544,20022,18772,20693,17566
2021-11-02T20:50,22068,21925,19386,19689,19764,17772,17287,19886,23643,14072,19901,18018,19997,21387,20418,16633,21360,19419,18509,17242,17902,17297,21053,0,17032,18479,22453,16484,24422,16795
2021-11-02T20:55,20053,18790,21130,21061,19081,19095,19364,17878,22079,19319,18394,19486,17500,21291,19688,17501,21711,19043,18375,20666,18936,18230,19982,20933,22629,19200,19541,19738,17235,16505
2021-11-02T21:00,17505,17646,18079,20258,21291,17722,18858,21450,16195,20500,19159,20755,16832,21535,18421,20078,19229,21743,16354,22106,20523,19819,19010,19337,18817,19722,18960,19682,15421,19447
2021-11-02T21:05,19316,17966,17382,17187,19156,20479,18333,19793,20110,19834,18981,18863,19455,20850,0,22632,23065,19199,21251,17627,18126,18720,20615,20677,19891,20063,21025,19394,17630,16976
2021-11-02T21:10,16480,19162,19503,0,21114,20204,17759,15758,18150,18359,15346,19126,20474,19428,20748,19157,20324,19715,22690,20575,21526,19874,20457,16418,20138,19472,17767,19908,18851,19697
2021-11-02T21:15,18697,19491,18817,17467,21783,22532,22197,20917,21306,19703,18681,17813,22734,19246,18331,17654,20716,21190,20566,16398,19411,17927,20844,18005,19206,15829,17813,17905,19331,21692
2021-11-02T21:20,18957,18045,19499,19139,21648,19579,17225,17105,23698,18960,19378,18591,17070,14681,20220,18096,19419,20338,18537,17730,20437,17633,19740,19542,19920,19215,16986,18843,20444,18641
2021-11-02T21:25,19201,17315,20387,17916,19768,20726,19488,19642,20149,22086,20027,19186,20734,17815,19865,19181,19273,19394,20079,19597,18455,18272,18637,18834,17808,19595,19450,19485,19988,21785
2021-11-02T21:30,19656,18250,20638,19165,20269,22814,20726,17994,17482,18605,19137,20309,18471,18265,18107,18444,22005,23012,20670,18632,18437,18519,19321,20288,19634,17333,18243,18089,18118,18735
2021-11-02T21:35,20274,22118,21887,18630,17437,18114,17583,18804,19426,17984,20954,17021,19232,0,18770,18803,17870,16288,19971,0,20189,20650,17992,17776,16735,18390,20838,17330,18601,18244
2021-11-02T21:40,22479,20840,20928,20868,19018,18946,21659,18741,23292,19765,18223,22879,17890,17530,19663,19120,17520,17812,19019,22107,20070,17371,20581,20078,19271,21536,15258,18905,21747,20213
2021-11-02T21:45,21400,19709,17813,17786,18620,20837,19792,20447,22886,19648,21813,19788,20252,19395,19389,21361,19113,19494,19517,21846,17009,19938,18341,19191,22208,16523,18843,17547,21947,21602
2021-11-02T21:50,17304,19283,17265,20161,20980,18978,17268,17806,18275,21895,16702,20943,20694,19466,22236,16568,19457,20047,18411,18794,22140,18458,19889,19762,18344,18851,17779,21351,17906,19896
2021-11-02T21:55,19727,20300,18920,17596,19523,21710,17677,21759,18552,19552,20161,17375,16580,18199,19272,19381,19787,19329,18651,19803,21636,21347,19549,20408,17620,17449,20730,21993,17036,21922
2021-11-02T22:00,19182,20323,17864,19788,20449,19890,20125,16868,19181,18630,20749,21154,19782,19986,18513,21265,19622,22219,19971,19813,22175,19732,17660,20644,19455,18875,23736,20333,20988,21318
2021-11-02T22:05,18759,22224,20548,17320,18103,15085,19344,19979,19873,17252,17358,19676,19552,19642,17563,19616,19827,18121,19628,19019,17264,22047,18837,18996,22128,22458,20934,17399,22050,18361
2021-11-02T22:10,16558,19313,18805,18691,20957,22101,18001,17273,20641,18911,16695,14343,15671,19770,20622,19206,20081,18414,19849,20756,21055,19721,21836,21231,19846,19763,18258,19798,19102,20926
2021-11-02T22:15,16571,21400,19930,21828,18329,17703,20028,19463,16132,19418,22055,19510,18828,19344,19237,19349,20772,18402,18549,17363,20348,20609,20314,19607,20740,19599,21600,17206,19133,21441
2021-11-02T22:20,20069,19904,20025,19701,18465,20758,18439,21731,19120,19161,15053,18337,18718,19384,19584,17027,16679,22385,17056,18637,20327,21580,19210,17717,21035,17492,20257,20420,20210,19255
2021-11-02T22:25,16643,21809,18648,19860,17288,23017,18557,19359,19966,19303,23939,21861,18801,19257,17276,18306,18733,20955,18132,20526,21449,21598,19209,18192,18042,20410,21735,19982,22200,21712
2021-11-02T22:30,19894,19704,21242,18552,18501,19013,19016,20108,18116,17132,19342,15997,21878,19228,19657,20099,17168,16762,19797,17792,22141,20439,18767,21128,16003,20917,19692,17361,21588,18271
2021-11-02T22:35,16748,20443,20771,21745,16174,17058,19607,20218,18208,19610,16047,17481,19307,17981,19129,19544,21657,19416,22137,18265,17821,20439,21562,22457,19787,15918,20661,20376,19882,21824
2021-11-02T22:40,17978,17581,20415,18680,18411,19623,20036,21613,18659,17256,23761,21090,19503,23350,22666,17239,18434,18903,18628,20211,23511,18852,19136,17041,18531,21718,18035,17215,19163,18858
2021-11-02T22:45,21080,18054,18962,21197,16479,20896,18468,19251,20190,21391,16328,17128,20106,19310,19350,18839,20206,20527,17309,21520,19808,20060,19299,19868,18165,19215,19480,19239,17268,19604
2021-11-02T22:50,18945,20247,20506,21170,17475,19691,17439,21273,19937,19806,18649,21102,20540,20001,22977,19339,15696,18230,18936,19797,20981,19560,19332,21055,16482,19761,18435,19920,19368,20798
2021-11-02T22:55,18296,18887,20635,17455,20411,16877,19506,20298,17772,20725,20171,18987,19876,19254,19976,20453,17173,19358,17789,21784,18802,16915,20282,22158,19560,18931,21582,19856,21997,20129
2021-11-02T23:00,21018,18206,19625,0,20386,18468,20036,18955,17854,19397,0,21456,20727,19867,20990,20186,18228,17550,20083,20794,16744,18487,20861,18968,18419,19164,19679,18903,19264,21281
2021-11-02T23:05,21696,19311,20658,0,18963,17490,18290,19450,22941,20506,19318,17976,18298,20031,17716,20355,19112,19540,19715,16987,21234,19295,20705,18686,22893,18855,19307,17272,17986,20507
2021-11-02T23:10,20149,19280,19605,19507,20656,20119,21262,18810,18743,18722,18781,22942,21923,21155,20005,19875,17742,21422,19691,18686,20254,19266,21445,18030,21931,18567,20269,19483,18665,21753
2021-11-02T23:15,18261,18903,18970,17197,17453,18588,18781,22470,17734,15897,20905,18579,18409,19088,23743,18679,18867,18648,20791,19844,19088,19059,19565,17992,18422,20093,19407,19404,19798,19629
2021-11-02T23:20,18698,18051,19993,20928,21096,18222,20509,20161,19201,18850,20750,20507,19506,18043,21505,17791,21413,16770,18405,19534,17223,17975,19670,23297,19242,18416,18646,22511,19119,20732
2021-11-02T23:25,19718,20109,19310,20026,20869,20142,21710,17486,22131,20759,19109,20228,20632,18839,18881,16965,17940,18002,20422,20098,18939,19772,17694,19537,0,18348,21095,20133,19708,20287
2021-11-02T23:30,20133,18196,20579,21343,19752,19469,18724,20613,19479,18909,20342,21155,20578,18949,17799,20131,19474,19049,18901,19154,19503,19687,16502,18114,18144,17641,18846,19786,20397,19303
2021-11-02T23:35,16635,18572,15921,17555,19457,17123,22288,18976,15968,18837,19377,19409,18844,20936,16294,20470,19513,20589,20045,18832,21651,16971,18282,19968,19207,17831,20602,16331,14895,19239
2021-11-02T23:40,23380,21370,20608,18245,20634,0,19021,20179,16403,18846,15484,22969,20578,21462,19740,18971,20114,20303,0,19017,19172,17919,19239,0,21421,20509,18809,20693,19498,18079
2021-11-02T23:45,21147,20291,18463,19184,17276,21886,17944,20356,20228,18025,18590,20014,18452,20960,17612,17745,21594,20261,17287,20383,20592,20730,19454,18615,18780,19005,20303,18108,17256,0
2021-11-02T23:50,19239,19214,19837,18689,15729,20049,22915,18284,20831,19918,22847,19440,20326,20780,17013,19419,19195,21757,19026,20668,19497,18733,18217,20581,19609,18499,18127,19792,18858,17089
2021-11-02T23:55,17929,22220,21849,16365,20370,19488,19158,16961,20966,19266,19421,19528,20128,21801,19409,20206,19177,19783,18585,20599,17272,19937,20643,22136,19922,19589,16943,20902,19650,16048
2021-11-03T00:00,18082,20520,22098,16575,18348,16371,19379,20242,17465,17051,16055,22003,17587,19735,20568,17226,18871,17122,19634,14821,21000,21303,18236,17361,19209,21453,19372,18819,20463,17724
2021-11-03T00:05,18641,19887,20402,19909,19036,17413,18708,19790,21149,22416,20279,17094,20559,21771,20862,18923,21319,21373,18648,19931,19910,20108,19641,18440,21461,16399,18344,18094,19961,19492
2021-11-03T00:10,17606,22072,22006,21106,19519,22181,20884,16249,20710,18021,21497,18327,19218,19639,16389,19591,23214,21229,18748,19154,19200,20217,21056,21043,18966,20136,18389,20346,21603,17366
2021-11-03T00:15,16201,18995,21051,22277,22793,19658,14471,15110,17193,20855,20253,19593,22682,19908,19996,20876,18528,19030,21658,20452,21659,22238,21101,18189,19955,18099,17624,18026,19133,18079
2021-11-03T00:20,19323,19214,17198,19018,19101,19347,17215,19700,18281,21199,19984,20623,20071,16915,17464,21388,19225,17225,21545,17442,18846,21838,20021,18045,19838,19832,19883,17504,18469,20334
2021-11-03T00:25,20994,17401,20910,19619,18855,17227,22093,18843,17914,18789,19816,17407,16026,18933,18868,18942,20346,19571,18711,21493,18712,18876,18764,18773,18518,20287,19907,20787,19098,18249
2021-11-03T00:30,19979,16804,20504,23901,17922,19384,20037,19525,20946,20104,19270,16063,17357,18753,19094,19446,20555,18124,17431,17213,20864,20159,18267,19114,17730,22193,22724,17987,18312,22058
2021-11-03T00:35,19766,19026,21560,19728,21354,16023,22761,0,19839,18766,18980,17600,19523,22043,23080,19228,21408,17731,20135,21673,17574,17166,21041,18874,18503,18649,19477,20758,20451,21193
2021-11-03T00:40,19123,21179,19434,17172,17828,20197,16413,19831,18596,17842,18396,16785,20032,20726,22135,19220,18940,19483,15048,19424,17774,18029,18586,18477,17270,22932,18666,17887,18250,18353
2021-11-03T00:45,19024,19674,20130,16771,17096,21875,19907,17849,20572,17865,16599,22399,20267,22913,19330,19226,19651,20294,22364,21971,17903,19674,21659,19602,19604,18120,18152,19438,19463,19638
2021-11-03T00:50,20947,17927,17849,19131,17390,18214,18610,18178,19155,20474,20383,19262,20643,20307,20187,21253,18816,19480,20644,19357,20262,19837,18040,17812,17711,19670,18575,19939,20201,20913
2021-11-03T00:55,20069,18776,18462,20371,19760,16352,22608,17394,18255,16228,16854,17773,21289,19741,18034,18550,20030,18762,18044,18365,18337,18484,18597,19893,20213,22089,21037,21764,16276,22571
2021-11-03T01:00,17743,18788,21480,19053,20514,20002,19063,20309,21578,19468,18869,20339,20109,21049,21006,18932,18801,18436,20077,19871,19805,21777,20918,19612,18973,20643,17674,20266,20864,21071
2021-11-03T01:05,21022,19415,20202,21238,21508,20788,19376,20384,18038,19591,19651,20866,18836,17584,22113,19914,18720,18010,19061,22287,22440,18961,18743,19233,19764,19536,22035,20843,19143,18780
2021-11-03T01:10,19458,21019,20120,21668,19169,18647,17776,21225,18663,18890,20245,20794,19514,18136,19425,18487,21696,17642,21286,18864,20334,18130,21832,18087,21354,21807,19366,18172,19665,17735
2021-11-03T01:15,19897,17364,17604,22537,16716,24282,20057,19506,18710,19667,23730,17337,20374,17799,19687,21143,20465,19920,16668,19554,18141,20052,17437,16987,19996,18060,18903,19693,19513,21812
2021-11-03T01:20,19599,18223,20455,17920,21240,16243,20203,16929,19995,19007,19378,19736,17231,22608,19185,18489,18705,18468,19347,18264,20093,20264,19674,20890,18704,19447,20269,18270,20790,20564
2021-11-03T01:25,16278,18059,20233,17579,19184,20837,20082,19121,18947,20010,17379,18231,19421,19481,21961,18468,20749,19210,20589,20196,15927,16788,18218,19290,20587,18453,16772,18700,20271,19634
2021-11-03T01:30,23122,20979,18796,18403,17881,17799,16772,19744,19611,19294,18412,18290,19461,20313,0,16375,20372,20342,18911,19596,19587,23054,20129,18081,16532,20108,18580,19879,21190,18149
2021-11-03T01:35,21278,18191,18161,19732,17729,18945,21701,20526,19962,18397,20914,19386,19629,19039,17711,19718,18939,22042,16938,18611,21454,19811,19033,16489,21465,18266,19632,19348,19041,22139
2021-11-03T01:40,20140,20532,19982,17610,22042,20076,20526,19104,20981,20972,20919,18752,21124,17287,19853,20001,20354,16544,20680,21422,19859,20411,16503,21709,20026,17223,20117,20601,20174,20850
2021-11-03T01:45,18153,22575,21004,19308,22704,20947,18261,20957,19862,20429,19447,18187,20641,21313,17606,19518,20479,20145,21467,17757,15512,22473,20000,19866,18148,22315,17563,16755,19642,17422
2021-11-03T01:50,18824,19453,20173,18019,16327,18354,18561,21481,16874,17554,19184,21838,22338,20521,21240,22187,18735,18408,20235,18480,20207,19146,19978,19780,19361,18135,20349,18067,17195,23880
2021-11-03T01:55,19553,17520,20319,19540,20756,20664,18995,20843,23031,18162,17710,21921,18911,17609,17421,18739,16346,18507,21493,18984,21483,18622,22598,21476,20007,19907,20762,15766,21167,21427
2021-11-03T02:00,20958,19112,16326,20682,17203,17411,19308,18155,21524,19496,18926,17234,21149,20417,20666,19629,19603,20895,22596,17545,21037,19273,18245,22575,18658,19610,19909,17815,17931,18349
2021-11-03T02:05,19545,19968,16907,18106,18965,21222,20583,16803,21989,24076,21082,18533,21322,20920,22490,22173,21033,19407,20960,20298,17761,18001,18203,22704,19810,20215,19316,19494,19111,18830
2021-11-03T02:10,20031,21642,19144,18467,21676,18725,20504,20449,18109,18051,19193,17648,15152,19846,20027,17361,18825,20126,19747,17971,19737,18942,20519,20637,20691,19427,22523,21007,16416,20475
2021-11-03T02:15,20245,18214,22430,20410,21850,19838,18917,20354,19198,22193,21096,21439,18926,18571,19762,19350,17998,21198,19011,21044,20421,20092,18715,20630,21894,20061,20040,17710,17603,21304
2021-11-03T02:20,15672,18655,19861,19836,15888,20123,20495,17962,20613,19750,19924,20689,18957,22240,19653,19572,22843,19402,18346,16582,19481,21828,18194,20350,18695,20230,16535,21508,20727,20400
2021-11-03T02:25,22533,18978,18158,18183,21695,22029,20654,17603,20557,18282,20928,19618,20349,20309,18814,19366,20519,20456,20075,16291,18246,20481,20829,18895,17405,19334,18274,21209,21990,19820
2021-11-03T02:30,23609,20412,18154,18668,20261,18891,21109,21331,19288,17242,19380,17808,20553,16767,18337,19026,21210,19546,19297,20129,17627,16482,19733,17947,19975,15968,16760,21896,18612,19287
2021-11-03T02:35,18118,22524,17552,22846,15373,19459,18890,18191,19912,18618,20166,21728,21330,17663,19613,18621,19536,21999,19546,20751,21280,20504,20437,20181,19864,18592,19273,17033,18802,17968
2021-11-03T02:40,18111,21299,18486,18532,20010,17341,19079,18383,18841,20044,19006,16887,16600,15983,21211,20470,21882,18166,20096,21039,22201,21287,18312,19879,18809,18268,18727,18931,17595,20364
2021-11-03T02:45,19382,20573,20737,20741,19537,19606,19354,21693,21205,19450,22188,17960,18185,19189,18879,20000,20258,16278,17915,17986,19060,17778,17581,19140,18545,19298,19228,20432,19796,17128
2021-11-03T02:50,15494,18064,19394,20652,21714,19049,18285,21372,18466,22449,21880,22579,18061,19597,16931,17873,19444,19611,20180,21156,20616,18695,19113,17386,21437,19677,21021,16979,21162,18662
2021-11-03T02:55,14733,19947,20143,20187,21527,18507,19147,19028,16279,17937,18584,17427,19552,19105,21676,17943,23679,21079,22161,17396,18095,16994,19324,23398,19204,21408,21257,20542,17625,16785
2021-11-03T03:00,23043,19365,20017,18820,18522,17754,21603,20551,21060,16377,18305,19601,19565,21371,21308,20455,19715,0,21680,19559,15752,19973,20223,18611,20812,19031,17544,19685,16704,20564
2021-11-03T03:05,17666,22794,22095,19265,20765,16797,19904,19964,17415,19306,20792,19534,18652,20232,19183,18768,21667,15334,19203,19764,19935,20210,21994,20877,21448,18702,20016,19805,19076,19146
2021-11-03T03:10,18990,16733,19546,19357,21147,16514,21832,18743,18333,18983,18518,20287,18801,18854,19156,21489,19928,17186,21952,18722,21319,17834,21543,20261,19493,19509,19618,19408,19629,17479
2021-11-03T03:15,19869,19197,20579,20375,18812,19810,20739,20077,19824,17921,19361,20178,16694,17767,19725,18880,21391,22500,21376,19643,18475,19131,18037,19976,16790,19509,19179,20724,18822,23594
2021-11-03T03:20,19370,19328,22053,18915,0,19001,20733,20749,20660,20745,20342,20520,18185,15643,18799,21926,20153,16924,17565,19274,18823,0,18214,18648,20583,18690,21519,20248,18685,19231
2021-11-03T03:25,21358,20430,17369,18241,20654,19480,20759,18123,21083,20593,20996,18768,18293,19190,18772,19457,20771,18243,21848,18864,19038,19560,24708,17106,21445,20505,21770,20562,21074,18704
2021-11-03T03:30,20816,18953,17556,21192,17503,17378,19400,19548,19578,19730,19050,20820,18585,22130,19983,22627,20281,21169,16940,19110,18539,22731,20443,19474,21091,17601,21831,18052,15584,20960
2021-11-03T03:35,20008,19080,20490,18570,17536,17526,19628,19894,19227,16818,22481,19536,17816,18963,21137,18718,21055,18993,20558,19800,18254,19966,19003,20757,17003,20321,21416,17468,19696,20874
2021-11-03T03:40,18538,18880,19586,17611,17836,19009,17138,20487,20564,21082,19704,19793,20775,19728,18757,0,18270,20472,22153,18107,23753,17856,18200,20474,19947,19691,17092,19949,19908,20492
2021-11-03T03:45,18989,21522,19483,22056,20928,16573,21229,20030,20985,19956,21091,18906,20320,19541,20038,19956,22007,17923,18738,19764,18397,21315,22740,20953,20316,18164,17820,19718,19579,19661
2021-11-03T03:50,20724,19786,21614,20036,17633,20187,17806,17577,20916,18232,19333,20361,19798,18274,18010,0,21484,17617,18477,19727,19297,24142,18505,20589,0,17705,20187,19731,19609,16991
2021-11-03T03:55,18394,16987,20945,19481,19717,17986,20531,20819,17419,20003,19610,17952,19714,18144,18120,18628,20325,19417,20337,17478,19276,21400,20498,18717,22201,19472,19432,20745,18268,20133
2021-11-03T04:00,17723,17414,19636,17620,18939,19125,17584,18455,18812,19242,19306,20235,16404,21622,17129,21388,19314,21359,19680,20603,18415,18473,20299,21477,20149,18800,19202,20370,18876,17596
2021-11-03T04:05,20919,19955,14286,21209,17291,20379,19661,21642,19131,18035,17817,20336,16772,18365,18735,20402,21039,22135,21133,18097,20180,18452,19021,19866,22453,19550,17540,17968,17121,21026
2021-11-03T04:10,19248,20432,18685,20822,18795,18733,17190,19969,20771,19904,19434,15318,16888,18745,16112,17227,17723,17942,18261,19908,19504,19319,17632,19509,20238,20007,17351,20224,20260,20194
2021-11-03T04:15,20891,20235,18645,18480,21849,19019,20619,18740,19999,18951,19548,19368,20105,20347,18674,18865,17921,18491,20682,19770,19780,21380,19327,16397,18839,18793,19741,0,19068,18319
2021-11-03T04:20,19744,20328,19020,22036,20859,17086,18472,16635,21536,19925,17952,21084,21206,18119,18034,18215,20693,21735,21750,20104,21500,18352,18767,19648,19791,18121,20789,19243,17007,19620
2021-11-03T04:25,18101,16345,22561,18158,20504,20375,20373,20677,19245,19235,21809,20833,17384,17999,21335,20935,17705,20325,17855,20121,18219,21532,21769,20040,19774,19892,19822,19078,19106,19091
2021-11-03T04:30,19363,18559,19729,19445,20781,18926,17692,18412,17204,19443,19564,0,19843,19859,18523,20929,20167,17167,19252,21688,19668,19572,17728,17957,18620,19567,18466,19736,21542,17999
2021-11-03T04:35,19055,23559,18501,18933,22076,18021,18804,16464,17795,21578,20302,19763,16342,19711,18941,17441,18663,20336,21448,18334,21694,22299,17077,18168,17713,19571,18635,20735,20523,21685
2021-11-03T04:40,18960,16804,20829,21426,17618,18357,17603,19974,20877,20682,18377,18031,22478,15260,18857,20297,21111,22257,20555,20168,19612,20562,18886,21167,20739,21268,19343,19777,17270,19123
2021-11-03T04:45,18709,20110,18167,18614,19630,21012,19440,17428,21099,22883,19287,18181,21007,21074,19068,20191,21214,20718,16606,20452,19490,17525,19382,20280,20700,18422,15615,17433,20211,19744
2021-11-03T04:50,19679,18267,18560,19560,19958,18791,22096,20554,18634,18617,18964,18411,18217,20037,17090,21319,17507,19411,18156,16387,19275,18699,19578,18086,19711,18349,18793,19955,19346,17383
2021-11-03T04:55,16824,20967,18703,19233,21085,18962,18063,18363,15036,18774,21160,22919,22145,19026,21838,23382,22825,17708,17211,20461,21687,18259,20335,17101,20483,21872,17600,18367,20281,21152
2021-11-03T05:00,17097,21665,22606,18942,16333,20402,19593,19267,20544,17451,20925,21961,17946,19256,18029,19103,18808,19594,18173,21264,19603,22050,22896,20125,19760,18410,20931,19086,16610,20964
2021-11-03T05:05,19429,18129,20172,22485,17340,21759,21384,20528,19675,22454,19319,18996,17153,18311,18361,20948,20581,20147,20400,19943,21293,20475,20384,17437,20966,20076,22510,21249,18095,22796
